title
Chuck Norris Superkicks 1983
Coconuts 1982
Commando 1988
Commando Raid 1982
Communist Mutants from Space (Cassette) 1982
Condor Attack 1983
Confrontation 1983
Congo Bongo 1983
Cosmic Ark 1982
Cosmic Commuter 1984
Cosmic Corridor 1983
Cosmic Creeps 1982
Cosmic Free Fire 
Cosmic Swarm 1982
Crab Control 
Crackpots 1983
Crash Dive 1983
Cross Force 1983
Cruise Missile 1987
Crypts of Chaos 1982
Cubicolor 1982
Custers Revenge 1982
Dancing Plate 1982
Dark Cavern 1982
Deadly Discs 1983
Deadly Duck 1982
Death Trap 1983
Demolition Herby 1983
Demon Attack 1982
Dice Puzzle 1983
Dishaster 1983
Dolphin 1983
Donkey Kong 1982
Donkey Kong Junior 1983
Double Dragon 1989
Dragon Treasure 
Dragonfire 1982
Dragonstomper (cassette) 1982
Dumbos Flying Circus 1983
Dragster 1980
Earth Dies Screaming 1982
Earth Attack 
Eddy Langfinger  der Museumsdieb 1983
Eggomania 1982
Elis Ladder 1982
Encounter at L-5 1982
Enduro 1983
Entombed 1982
Escape From The Mindmaster (Cassette) 1982
Espial 1984
Exocet 1983
Exocet Missile 
Extra Terrestrials 1984
Fantastic Voyage 1982
Farmer Dan 
Fast Eddie 1982
Fast Food 1982
Fathom 1983
Fighter Pilot 
Final Approach 1982
Fireball (cassette) 1982
Fire Fighter 1982
Fire Fly 1983
Fisher Price 
Fishing Derby 1980
Flash Gordon 1983
Frankensteins Monster 1983
Freeway 1981
Frogger 1982
Frogs and Flies 1982
The Official Frogger (cassette) 1983
Frogger II: Threeedeep! 1984
Front Line 1984
Frostbite 1983
Gamma-Attack 1983
Gangster Alley 1983
Gas Hog 1983
Gauntlet 1983
Ghostbusters 1985
Ghostbusters II 1990/1992
Ghost Manor/Spikes Peak 1983
Ghost Manor 1983
G.I. Joe: Cobra Strike 1983
Gigolo 1982
Glacier Patrol 1983
Glib 1983
Gopher 1982
Gorf 1982
Grand Prix 1982
Great Escape 1983
Guardian 1982
Gyruss 1984
Halloween 1983
Harbor Escape 1983
H.E.R.O. 1984
I Want My Mommy 1983
Ice Hockey 1981
Inca Gold 
Infiltrate 1982
International Soccer 1982
James Bond 007 1983
Jawbreaker 1982
Journey Escape 1982
Jungle Fever 1982
Kaboom! 1981
Karate 1982
Keystone Kapers 1983
Killer Satellites (Cassette) 1982
King Kong 1982
Knight on the Town 1982
Kool-Aid Man 1983
Kung-Fu Master 1987
Lady in Wading 1982
Laser Blast 1981
Laser Gates 1983
Laser Volley 1983
Lochjaw 1982
Lock n Chase 1982
London Blitz 1983
Lost Luggage 1982
M.A.D. 1982
MagiCard 1981
Malagai 1983
Mangia 1983
Marauder 1982
Marine Wars 1983
M*A*S*H 1982
Master Builder 1983
Masters of the Universe: The Power of He-Man 1983
MegaBoy 
Mega Force 1982
Megamania 1982
Miner 2049er 1983
Miner 2049er II 1982
Mines of Minos 1983
Missile Control 1983
Mission 3000 A.D. 1983
Mission Survive 1983
Mogul Maniac 1983
Montezumas Revenge: Starring Panama Joe 1984
Moonsweeper 1983
Motocross 1983
Motocross Racer 1984
Mountain King 1983
Mouse Trap 1982
Mr. Do! 1983
Mr. Dos Castle 1984
Mr. Postman 1983
The Music Machine 1983
My Golf 1990
Name This Game 1982
Nightmare 1983
Night Stalker 1989
No Escape! 1983
Nuts 1983
Ocean City Defender 
Off Your Rocker 1983
Oink! 1983
Omega Race 1983
Open Sesame 1983
Out of Control 1983
Pac-Kong 1983
Panda Chase 
Parachute 1983
Party Mix (cassette) 1983
Pete Rose Baseball 1988
Phantom Tank 
Phantom-Panzer 1983
Phaser Patrol (cassette) 1982
Philly Flasher 1982
Pick n Pile 1990
Pick Up 2002
Picnic 1983
Piece o Cake 1983
Pinball 
Piraten-Schiff 
Pitfall! 1982
Pitfall II: Lost Caverns 1984
Planet Patrol 1983
Planeten Patrouile 
Plaque Attack 1983
Polaris 1982
Pooyan 1983
Popeye 1983
Porkys 1983
Pressure Cooker 1983
Private Eye 1983
Pyramid War 
Q*bert 1983
Q*berts Qubes 1984
Quest for Quintana Roo 1983
Quick Step 1983
Rabbit Transit (cassette) 1983
Racquetball 1981
Radar 
Raft Rider 1983
Ram It 1983
Rampage 1989
Reactor 1982
Red Sea Crossing 1983
Rescue Terra 1 1982
Revenge of the Beefsteak Tomatoes 1983
Riddle of the Sphinx 1982
River Patrol 1984
River Raid 1982
River Raid II 1988
Robin Hood/Sir Lancelot - The Joust 1983
Robin Hood 1983
Robot Commando Raid 
Robot Tank 1983
Roc N Rope 1984
Room of Doom 1982
Save Our Ship 
Save the Whales 1983
Scraper Caper 
Scuba Diver 
Sea Hawk 1988
Seahawk 1982
Seamonster 1982
Seaquest 1983
Shark Attack 1982
Shootin Gallery 1983
Shuttle Orbiter 1983
Sir Lancelot 1983
Skate Boardin: A Radical Adventure 1987
Skeet Shoot 1981
Skiing 1980
Sky Jinks 1982
Sky Skipper 1983
Smurf: Rescue in Gargamels Castle 1982
Snail Against Squirrel 1983
Sneak N Peek 1982
Solar Fox 1983
Solar Storm 1983
Sorcerer 1983
Space Adventure 
Space Attack 1982
Space Canyon 1983
Space Cavern 1982
Spacechase 1981
Space Grid 
Space Jockey 1982
Spacemaster X-7 1983
Space Shuttle: A Journey into Space 1983
Spiderdroid 1987
Spider Fighter 1982
Spider-Man 1982
Spider Maze 
Spikes Peak 1983
Spitfire Attack 1983
Springer 1983
Spy Hunter 1984
Squeeze Box 1982
Sssnake 1982
Stampede 1981
Star Fox 1983
Stargunner 1982
Starmaster 1982
Star Strike 1982
Star Trek: Strategic Operations Simulator 1983
Star Voyager 1982
Star Wars: The Arcade Game 1984
Star Wars: Jedi Arena 1983
Star Wars Return of the Jedi: Death Star Battle 1983
Star Wars: The Empire Strikes Back 1982
Strategy X 1983
Strawberry Shortcake: Musical Match-ups 1983
Stronghold 1983
Stunt Man 1983
Sub-Scan 1983
Subterranea 1983
Suicide Mission (cassette) 1982
Summer Games 1987
Super Baumeister 
Super Challenge Baseball 1982
Super Challenge Football 1982
Super Cobra 1983
Surfers Paradise: But Danger Below! 1983
Survival Island (cassette) 1983
Survival Run 1983
Swedish Erotica: Bachelor Party 1983
Swedish Erotica: Beat Em &amp; Eat Em 1982
Swedish Erotica: Custers Revenge 1983
Sword of Saros (cassette) 1983
Tac-Scan 1983
Tank Brigade 1983
Tank City 
Tanks But No Tanks 1983
Tapeworm 1982
Tapper 1984
Task Force 1988
Tax Avoiders 1982
Tennis 1981
The Texas Chainsaw Massacre 1983
The Smurfs Save the Day[13] 1983
Threshold 1983
Thunderground 1983
Time Pilot 1983
Time Warp 
Title Match Pro Wrestling 1987
Tomarc The Barbarian 1983
Tomcat: The F-14 Fighter Simulator AKA Dan Kitchens Tomcat: The F-14 Fighter Simulator 1988
Tooth Protectors 1983
Towering Inferno 1982
Treasure Below 
Trick Shot 1983
Tron: Deadly Discs 1982
Tunnel Runner 1983
Turmoil 1982
Tutankham 1983
Universal Chaos 1983
Upn Down 1984
Venture 1982
Video Jogger 1983
Video Life 1981
Video Reflex 1983
Vulture Attack 
Wabbit 1982
Wall Ball 1983
Wall Defender 1983
War Zone 
Warplock 1982
Weltraumtunnel (Space Tunnel) 1982
Wing War 1983
Winter Games 1987
Wizard of Wor 1982
Word Zapper 1982
Worm War I 1982
X-man 1983
Z-Tack 1983
Zaxxon 1982
Zoo Fun 
2005 Minigame Multicart 2005
2048 2600 2014
A-VCS-tec Challenge 2006
Alfred Challenge 1998
Allia Quest 2001
Alien Greed 2007
Alien Greed 2 2008
Alien Greed 3 2010
Alien Greed 4 2012
Bee-Ball 2007
Bell Hopper 2011
Boulder Dash 2011
Climber 5 2004
Conquest of Mars 2006
Duck Attack! 2010
Edtris 2600 1995
Euchre 2002
Fall Down 2005
FlapPing 2004
Four-Play 2006
Go Fish! 2005
Gunfight 2001
Halo 2600 2010
Hunchy II 2005
Jammed 2001
Juno First 2009
K.O. Cruiser 2010
Lady Bug 2006
Marble Craze 2002
Mean Santa 2009
Medieval Mayhem 2006
Okie Dokie 1996
Oystron 1997
Pesco 1999
Pressure Gauge 1999
Qb 2001
SCSIcide 2001
Seawolf 2004
Skeleton+ 2003
Snappy 2012
Sound X 1994
Space Rocks 2013
Space Treat Deluxe 2003
Space Instigators 2002
Squish Em 2007
Star Fire 2003
Stay Frosty 2007
Stay Frosty 2 2014
Stell-A-Sketch/Okie Dokie 1997
Strat-O-Gems Deluxe 2005
SWOOPS! 2005
Synthcart 2002
The Wicked Father 2011
Thrust 2000
Toyshop Trouble 2007
Turbo 2010
Vault Assault 2001
Vong 2008
Warring Worms 2002
#IDARB 1/30/2015
#KILLALLZOMBIES 8/10/2016
n Verlore Verstand 4/21/2017
10 Second Ninja X 7/19/2016
101 Ways To Die 3/18/2016
10tons Adventure Puzzles Bundle 11/25/2016
140 8/30/2016
2Dark 3/10/2017
30 Song Mega Pack 12/5/2014
6180 the moon 12/11/2015
7 Days to Die 6/28/2016
88 Heroes 3/24/2017
8DAYS 2/7/2017
[PROTOTYPE®] 8/12/2015
A Boy and His Blob 1/20/2016
A KINGS TALE: FINAL FANTASY XV 11/29/2016
A Pixel Story 2/24/2017
A Walk in the Dark 5/20/2017
Aaero 4/11/2017
ABZU 12/6/2016
Acorn Assault: Rodent Revolution 1/11/2017
Action Henk 3/4/2016
Action News Heroes 7/27/2016
Active Soccer 2 DX 3/30/2016
Adventure Pop 2/7/2017
Adventure Time: Finn and Jake Investigations 10/20/2015
Adventures of Pip 8/21/2015
AFL Evolution 5/5/2017
Agatha Christie - The ABC Murders 2/23/2016
Agents of Mayhem 8/15/2017
Air Guitar Warrior for Kinect 3/29/2017
AirMech® Arena 5/12/2015
Alien: Isolation - The Collection 10/27/2015
Amazing Princess Sarah 1/29/2016
Among the Sleep 6/3/2016
Anarcute 7/12/2016
Anima: Gate of Memories 6/3/2016
Anode 8/10/2016
Another World - 20th Anniversary Edition 6/25/2014
Anoxemia 3/28/2017
APB Reloaded 6/3/2016
AQUA KITTY UDX: Xbox One Ultra Edition 2/3/2017
ARCADE GAME SERIES 3-in-1 Pack 4/20/2016
ARCADE GAME SERIES: DIG DUG 4/20/2016
ARCADE GAME SERIES: GALAGA 4/20/2016
ARCADE GAME SERIES: Ms. PAC-MAN 4/20/2016
ARCADE GAME SERIES: PAC-MAN 4/20/2016
ARK: Survival Evolved 8/29/2017
Armello 8/30/2016
Armikrog 8/23/2016
ARSLAN: THE WARRIORS OF LEGEND 2/9/2016
Artifex Mundi Essential Bundle 12/16/2016
Artifex Mundi Fantasy Bundle 3/24/2017
Assassins Creed IV Black Flag 11/22/2013
Assassins Creed Unity 11/11/2014
Assassins Creed® Chronicles: China 4/21/2015
Assassins Creed® Chronicles: India 1/12/2016
Assassins Creed® Chronicles: Russia 2/9/2016
Assassins Creed® Origins 10/27/2017
Assassins Creed® Syndicate 10/23/2015
Assassins Creed® The Ezio Collection 11/15/2016
Assetto Corsa 8/30/2016
ASTRONEER (Game Preview) 12/17/2016
Atari Flashback Classics Vol. 1 11/2/2016
Atari Flashback Classics Vol. 2 11/2/2016
Attack on Titan 8/30/2016
ATV Renegades 4/18/2017
Aven Colony 7/25/2017
Awesomenauts Assemble! 9/7/2016
Axiom Verge 9/30/2016
Back to the Future: The Game - 30th Anniversary Edition 10/14/2015
BADLAND: Game of the Year Edition 5/29/2015
Baila Latino 8/17/2016
Bards Gold 6/17/2016
Baseball Riot 12/9/2015
Bastion 12/12/2016
Batman: Return to Arkham 10/18/2016
Batman: The Telltale Series - The Complete Season (Episodes 1-5) 8/2/2016
Batman™: Arkham Knight 6/23/2015
Battle Ages 4/20/2016
Battle Islands 10/9/2015
Battle Islands: Commanders 2/14/2017
Battle Worlds: Kronos 4/26/2016
Battleborn 5/3/2016
Battlefield 4 11/22/2013
Battlefield Bundle 6/24/2015
Battlefield™ 1 10/21/2016
Battlefield™ Hardline Standard Edition 3/17/2015
BATTLESHIP® 8/2/2016
Beach Buggy Racing 5/29/2015
Beatsplosion for Kinect 12/30/2015
Bedlam - The Game By Christopher Brookmyre 10/16/2015
Ben-Hur 8/9/2016
Beyond Eyes 8/4/2015
Big Buck Hunter Arcade 10/25/2016
Bike Mayhem 2 2/5/2016
BioShock: The Collection 9/13/2016
Bit Dungeon Plus 5/5/2017
Black &amp; White Bushido 5/17/2017
Black The Fall 7/11/2017
Blackwood Crossing 4/5/2017
BLADESTORM: Nightmare 3/17/2015
Blast Brawl 2 10/26/2016
BLAZBLUE CHRONOPHANTASMA EXTEND 6/30/2015
Blood Bowl 2 9/22/2015
Bloons TD 5 3/3/2017
Blue Estate 2/18/2015
Blue-Collar Astronaut 3/17/2017
Blues and Bullets - Episode 1 8/28/2015
Boggle 8/4/2015
Bombing Busters 11/18/2016
Boom Ball 2 for Kinect 12/21/2016
Boom Ball for Kinect 11/28/2014
Borderlands: The Handsome Collection 3/24/2015
Breach &amp; Clear: Deadline 8/3/2016
Brick Breaker 4/26/2016
Bridge Constructor 8/21/2015
Bridge Constructor Stunts 12/16/2016
Broken Sword 5 - the Serpent’s Curse 9/4/2015
Brothers: a Tale of Two Sons 8/12/2015
Brunswick® Pro Bowling 11/27/2015
Bulletstorm: Full Clip Edition Duke Nukem Bundle 4/7/2017
BUTCHER 5/10/2017
Cabela’s® African Adventures 3/17/2015
Call of Duty®: Advanced Warfare Digital Pro Edition 11/3/2014
Call of Duty®: Black Ops III - Gold Edition 7/12/2016
Call of Duty®: Ghosts 11/22/2013
Call of Duty®: Infinite Warfare - Launch Edition 11/4/2016
Call of Duty®: WWII - Launch Edition 11/3/2017
Candleman 2/1/2017
Cannon Brawl 8/5/2016
Carmageddon: Max Damage 7/8/2016
Cartoon Network: Battle Crashers 11/8/2016
Casey Powell Lacrosse 16 3/9/2016
Cast of the Seven Godsends - Redux 7/20/2016
Castle Crashers Remastered 9/9/2015
Castle Invasion: Throne Out 10/12/2016
Castles 10/5/2016
CastleStorm - Definitive Edition 9/24/2014
Cel Damage HD 3/11/2016
Chariot Bundle 9/21/2015
Chess Ultra 6/23/2017
Child of Light 4/30/2014
Chime Sharp 2/24/2017
Chivalry: Medieval Warfare 12/2/2015
Chroma Squad 5/19/2017
Cities: Skylines - Xbox One Edition 4/21/2017
Clash 8/21/2015
Clicker Heroes 3/10/2017
Clockwork Tales: Of Glass and Ink 1/22/2016
Clouds &amp; Sheep 2 11/18/2016
ClusterTruck 10/28/2016
Cobalt 2/2/2016
Coffin Dodgers 5/6/2016
Commander Cherry for Kinect 8/14/2015
Conan Exiles (Game Preview) 12/31/2799
Conga Master 7/21/2017
Contrast 6/26/2014
Costume Quest 2 10/29/2014
Crawl 4/11/2017
Crazy Sports Bundle 8/12/2016
Crimson Dragon 11/22/2013
Crimsonland 10/14/2015
Crossout 5/30/2017
Crypt of the NecroDancer 2/10/2017
Crypt of the Serpent King 12/21/2016
Cubot - The Complexity of Simplicity 1/8/2016
Cuphead 9/30/2017
D4: Dark Dreams Dont Die 9/19/2014
Dad Beat Dads 2/5/2016
Dance Central Spotlight 9/2/2014
Danger Zone 10/10/2017
Dangerous Golf 6/3/2016
Dark Arcana: The Carnival 3/17/2017
DARK SOULS™ III 4/12/2016
Darksiders Furys Collection - War and Death 5/2/2017
Darksiders II Deathinitive Edition 10/30/2015
Darksiders III 12/31/2799
Darksiders Warmastered Edition 11/22/2016
DC Universe Online 4/29/2016
Dead Effect 2 1/13/2017
Dead Island Definitive Edition 5/31/2016
Dead Island Retro Revenge 8/1/2016
Dead Island: Riptide Definitive Edition 5/31/2016
DEAD OR ALIVE 5 Last Round: Core Fighters 2/19/2015
Dead Rising 9/13/2016
Dead Rising 2 9/13/2016
Dead Rising 3: Apocalypse Edition 11/8/2014
Dead Rising 4 Deluxe Edition 12/6/2016
Deadbeat Heroes 10/10/2017
Deadlight: Directors Cut 6/21/2016
Deadpool 11/17/2015
Dear Esther: Landmark Edition 9/20/2016
Death God University 10/14/2016
Death Squared 3/14/2017
Defense Grid 2 9/24/2014
Deformers 4/21/2017
Demons Crystals 5/12/2017
Destiny - The Collection 9/20/2016
Destiny 2 - Launch Edition 9/6/2017
Deus Ex: Mankind Divided™ 8/23/2016
Devil May Cry 4 Special Edition 6/23/2015
Dex 7/8/2016
Diablo III: Reaper of Souls – Ultimate Evil Edition 8/19/2014
DiRT Rally 4/5/2016
Dishonored 2 11/11/2016
Dishonored®: Death of the Outsider™ Deluxe Bundle 9/15/2017
Disney Fantasia: Music Evolved – Digital Bundle 10/21/2014
Disney Infinity 3.0 Edition 8/30/2015
Disneyland Adventures 10/31/2017
Divekick 10/8/2014
Divinity: Original Sin - Enhanced Edition 10/27/2015
DmC Devil May Cry: Definitive Edition 3/10/2015
DMC4SE Demon Hunter Bundle 7/5/2016
Dogos 9/7/2016
Don Bradman Cricket 2/11/2015
Don Bradman Cricket 17 12/15/2016
Dont Starve: Giant Edition 8/26/2015
Doodle God: Ultimate Edition 1/27/2017
DOOM 5/13/2016
Dovetail Games Euro Fishing 6/10/2016
Dragon Age™: Inquisition - Game of the Year Edition 10/6/2015
DRAGON BALL XENOVERSE 2/24/2015
DRAGON BALL XENOVERSE 2 10/25/2016
Draw a Stickman: EPIC 9/11/2015
Drawful 2 6/21/2016
Dreamfall Chapters 5/5/2017
Duck Dynasty 10/14/2014
Duke Nukem 3D: 20th Anniversary World Tour 10/11/2016
Dungeon of the Endless 3/16/2016
Dungeon Punks 7/26/2016
Dying Light: The Following - Enhanced Edition 2/9/2016
Dynamite Fishing - World Games 7/1/2016
DYNASTY WARRIORS 8 Empires 2/24/2015
EA Family Bundle 12/28/2016
EA SPORTS™ FIFA 17 9/27/2016
EA SPORTS™ NBA LIVE 16 9/29/2015
EA SPORTS™ NHL® 17 9/13/2016
EA SPORTS™ NHL® 18 Standard Edition 9/15/2017
EA SPORTS™ Rory McIlroy PGA TOUR® 7/14/2015
EA SPORTS™ UFC® 6/17/2014
EA SPORTS™ UFC® 2 3/15/2016
EA SPORTS™ UFC® 3 Standard Edition 2/2/2018
EARTHS DAWN 11/2/2016
Earthlock: Festival of Magic 9/1/2016
Eekeemoo Splinters of the Dark Shard 3/3/2017
Electronic Super Joy 1/20/2016
Elex 10/17/2017
Elite Dangerous Standard Edition 4/26/2016
Elliot Quest 5/12/2017
Embers of Mirrim 5/24/2017
Emerald Glazed Bundle 5/16/2017
Emily Wants To Play 9/9/2016
Energy Cycle 12/7/2016
Enigmatis 2: The Mists of Ravenwood 11/25/2016
Enigmatis Bundle 5/19/2017
Enigmatis: The Ghosts of Maple Creek 4/8/2016
Enter The Gungeon 4/6/2017
Ethan: Meteor Hunter 7/1/2016
Eventide: Slavic Fable 9/23/2016
EVERSPACE™ 5/26/2017
Evolve 2/10/2015
F1™ 2016 8/19/2016
F1™ 2017 Special Edition 8/25/2017
Fable Fortune (Game Preview) 7/26/2017
Fallout 4 11/10/2015
Fallout Shelter 2/8/2017
Far Cry 5 2/27/2018
Far Cry Primal 2/23/2016
Farming Simulator 15 5/19/2015
Farming Simulator 17 10/25/2016
Feist 12/13/2016
Fibbage: The Hilarious Bluffing Party Game 8/21/2014
FIFA 16 Deluxe Edition 12/4/2015
FIFA 18 10/10/2017
FINAL FANTASY TYPE-0 HD 3/17/2015
FINAL FANTASY XV 11/29/2016
Firewatch 9/21/2016
First-person bundle 11/25/2015
FlatOut 4 : Total Insanity 5/2/2017
Flinthook 4/18/2017
FOR HONOR™ Standard Edition 2/14/2017
FORCED 10/21/2015
Fortified 2/3/2016
Fortnite - Standard Founder’s Pack 7/21/2017
Forza Horizon 2 Standard - 10th Anniversary Edition 8/18/2015
Forza Horizon 3 Ultimate Edition 9/28/2016
Forza Motorsport 6 Standard Edition 9/15/2015
Forza Motorsport 7 Standard Edition 10/4/2017
Four Sided Fantasy 3/31/2017
Fragments of Him 6/1/2016
FreezeME 9/2/2016
Friday Night Bullet Arena 1/13/2017
Friday the 13th: The Game 5/26/2017
Frozen Free Fall: Snowball Fight 9/15/2015
FRU 7/13/2016
Fruit Ninja Kinect 2 3/18/2015
Full Mojo Rampage 6/28/2016
Funk of Titans 1/9/2015
Furi 12/2/2016
Game of Thrones - The Complete First Season (Episodes 1-6) 5/18/2015
Gas Guzzlers Extreme 11/4/2016
Gears of War 3 3/27/2012
Gears of War 4 10/12/2016
Gemini: Heroes Reborn 1/19/2016
Gems of War 11/11/2015
Geometry Wars™ 3: Dimensions Evolved 4/1/2015
Ghost Blade HD 2/28/2017
Ghostbusters™ 7/12/2016
Giana Sisters: Dream Runners 8/19/2015
Giana Sisters: Twisted Dreams - Directors Cut 12/12/2014
Gigantic 6/23/2017
Goat Simulator 4/17/2015
Gone Home: Console Edition 1/13/2016
Goosebumps: The Game 10/14/2015
Grand Prix Rock N Racing 5/13/2016
Grand Theft Auto V 11/18/2014
GRIDD: Retroenhanced 7/26/2017
Grim Legends: The Forsaken Bride 6/10/2016
GROW UP 8/16/2016
Guacamelee! Super Turbo Championship Edition 7/2/2014
Guns  Gore and Cannoli 9/25/2015
Gunscape 3/2/2016
GunWorld: Xbox One Edition 9/16/2015
Gwent: The Witcher Card Game (Game Preview) 1/1/2800
Hack  Slash &amp; Backstab 8/31/2016
Halo 3 7/6/2010
Halo 5: Guardians 10/27/2015
Halo Wars 2: Standard Edition 2/21/2017
Halo Wars: Definitive Edition 12/20/2016
Halo: Spartan Assault 12/23/2013
Halo: The Master Chief Collection Digital 11/11/2014
Hand of Fate 2/18/2015
Handball 17 11/11/2016
Happy Dungeons 10/5/2016
Happy Wars 4/24/2015
Hard Reset Redux 6/3/2016
Has-Been Heroes 3/28/2017
Hasbro Family Fun Pack 10/20/2015
Hawken 7/1/2016
Headlander 11/18/2016
Heart&amp;Slash 6/24/2016
HeartZ: Co-Hope Puzzles 6/8/2016
Hello Neighbor 12/8/2017
Her Majestys SPIFFING 12/7/2016
HITMAN™ 3/11/2016
Homefront®: The Revolution 5/17/2016
Horse Racing 2016 10/21/2016
How To Survive 2 2/13/2017
How to Survive: Storm Warning Edition 10/29/2014
Hue 8/30/2016
Human Fall Flat 5/12/2017
Hunters Legacy 1/20/2017
Hyper Light Drifter 7/26/2016
Hyper Void 1/6/2016
Hyperdrive Massacre 1/13/2016
I Am Bread 1/20/2017
I  Zombie 8/31/2016
In Between 6/8/2016
Industry Giant 2 12/20/2016
Infinite Air with Mark McMorris 10/25/2016
Injustice™ 2 5/16/2017
INSIDE 6/29/2016
Instant Indie Collection: Vol. 1 9/25/2015
Instant Indie Collection: Vol. 3 9/27/2016
Instant Indie Collection: Vol. 4 1/17/2017
Instant Indie Collection: Vol. 5 5/12/2017
Into the Belly of the Beast 6/22/2016
iO 2/14/2017
Jet Car Stunts 3/13/2015
Joe Dever’s Lone Wolf Console Edition 3/16/2016
Jotun: Valhalla Edition 9/9/2016
JumpJet Rex 4/29/2016
Just Cause 3 12/1/2015
Just Dance 2016 &amp; Just Dance Disney Party 2 3/9/2016
Just Dance 2017® 10/25/2016
Just Dance® 2016 10/20/2015
Just Dance® Disney Party 2 10/20/2015
Just Sing 9/15/2016
KALIMBA 12/17/2014
Kick &amp; Fennick 6/3/2016
KickBeat Special Edition 9/26/2014
Kill The Bad Guy 1/31/2017
Killer Instinct 3/29/2016
Killing Floor 2 8/29/2017
Kinect Bundle: Boom Ball 2 + Squid Hero 5/16/2017
Kinect Mega Bundle: 4 in 1 11/23/2016
Kinect Sports Rivals 4/8/2014
Kinect Triple Bundle: Beats &amp; Booms &amp; Squids 9/25/2016
King Oddball 9/9/2016
Kings Quest™ 7/29/2015
Kingdom: New Lands 8/9/2016
Kitty Powers Matchmaker 3/10/2017
Knight Squad 11/16/2015
Kona 3/17/2017
